0.646723126,0.000137255,4.45E-05,-4.28E-05,0.039725958,0
0.336504583,-8.83E-05,8.01E-06,-4.65E-05,0.02090095,0
0.232498854,9.75E-06,0.000136689,1.62E-05,0.013998668,0
0.334719152,2.59E-05,-2.97E-05,1.16E-05,0.0207729,0
0.358230923,6.81E-05,0.000114079,-1.35E-05,0.021836592,0
0.430278919,5.26E-05,-9.15E-05,4.63E-05,0.027462629,0
0.410173498,0.000196543,0.000360613,-3.71E-06,0.025536099,0
0.444830469,-7.58E-05,-0.000197471,3.35E-05,0.027817515,0
0.505218384,0.000152381,0.000182083,3.45E-05,0.030885371,0
0.400498622,0.000603289,0.000222227,1.86E-06,0.026864025,0
0.399300793,0.000709682,0.000689088,6.39E-05,0.027219533,0
0.435789984,-3.24E-05,8.51E-05,-9.40E-06,0.02690244,0
0.418237832,-0.000116516,0.000110091,3.45E-05,0.026220729,0
0.720830908,-0.000212612,0.00016365,6.50E-06,0.044569945,0
0.480963351,2.13E-05,5.40E-06,1.10E-05,0.029953262,0
0.428903498,-5.18E-05,-0.000105131,-1.28E-05,0.026417972,0
0.301450052,-4.83E-05,-9.75E-05,-1.76E-05,0.018369667,0
0.35622288,5.75E-05,0.000116023,-1.60E-05,0.022027155,0
0.261693769,0.001090164,0.00039964,-5.94E-05,0.020376694,0
1.271677819,4.72E-05,0.00021602,1.45E-05,0.086022096,0
0.581821325,7.84E-05,-0.000193526,-3.88E-05,0.035612584,0
0.226344196,8.75E-05,6.75E-05,-4.41E-06,0.01365244,0
0.228677341,-0.00013273,-0.000190509,2.46E-05,0.013684712,0
0.371112658,0.000840469,-7.19E-06,-1.60E-05,0.023810489,0
0.332736309,-0.000139706,-2.04E-05,-2.04E-05,0.020602299,0
0.332736309,-0.000139706,-2.04E-05,-2.04E-05,0.020602299,0
0.227671076,3.09E-05,-7.19E-05,-1.81E-05,0.013634147,0
0.435789984,-3.24E-05,8.51E-05,-9.40E-06,0.02690244,0
0.387439079,0.000122883,-0.000458333,3.40E-05,0.026771131,0
0.434567092,8.70E-05,-9.28E-05,2.71E-05,0.028066151,0
0.387955636,-4.04E-05,6.26E-05,-2.92E-05,0.024068609,0
0.279592285,-0.000873796,2.45E-05,-2.33E-05,0.017053286,0
0.400256526,-8.46E-05,0.000326372,7.21E-05,0.025301013,0
0.330552036,1.08E-05,-1.36E-05,8.12E-07,0.020500092,0
0.410053748,0.000106625,-7.83E-05,5.45E-06,0.025437846,0
0.527964309,0.000140765,-0.000241429,-3.18E-05,0.032579411,0
0.368117096,0.000217775,9.89E-05,1.26E-05,0.022588997,0
0.368117096,0.000217775,9.89E-05,1.26E-05,0.022588997,0
0.234521015,0.000280427,0.000146377,-9.63E-06,0.014752837,0
0.412982031,-7.55E-05,0.000192728,-4.29E-06,0.024600513,0
0.496004608,6.63E-05,-0.000151714,3.89E-05,0.030413475,0
0.581582097,-0.000588395,-0.000178109,0.000104885,0.035067415,0
0.427686623,-7.16E-05,-7.67E-05,1.33E-05,0.026145982,0
0.245382788,1.04E-05,0.000180444,3.09E-05,0.014991595,0
0.233737789,1.18E-05,-5.71E-05,9.98E-06,0.013858285,0
0.226344196,8.75E-05,6.75E-05,-4.41E-06,0.01365244,0
0.481211901,0.000187058,5.03E-05,1.30E-05,0.029456327,0
0.270448341,-0.000209378,-1.90E-06,-2.98E-05,0.016395337,0
0.220540753,9.53E-05,-0.000147682,-8.24E-06,0.013208056,0
0.24421631,0.000105929,7.39E-05,2.44E-06,0.014914366,0
0.30943349,-8.96E-05,0.000229261,-3.92E-05,0.019152597,0
0.481211901,0.000187058,5.03E-05,1.30E-05,0.029456327,0
0.299868691,-0.000342557,-8.12E-05,-4.81E-05,0.023108662,0
0.200505975,7.36E-05,0.000186565,-1.49E-05,0.012455594,0
0.269881004,-0.000446136,-5.30E-05,2.12E-05,0.016298503,0
0.334719152,2.59E-05,-2.97E-05,1.16E-05,0.0207729,0
0.355121505,1.90E-05,-6.35E-05,-1.79E-05,0.021707937,0
0.55811772,-8.88E-05,0.000120127,1.16E-06,0.033852701,0
0.355121505,1.90E-05,-6.35E-05,-1.79E-05,0.021707937,0
0.138772494,0.000151526,-0.000119518,-3.43E-05,0.008387514,0
0.301000363,-9.43E-05,-4.57E-05,2.10E-05,0.018399314,0
0.234521015,0.000280427,0.000146377,-9.63E-06,0.014752837,0
0.405904861,0.000105349,0.000245968,-1.97E-05,0.02457503,0
0.676112549,0.000886878,-6.01E-05,1.94E-05,0.042559493,0
0.423863195,7.81E-05,-1.28E-05,1.51E-06,0.025666798,0
0.323384833,-0.000141084,0.000238586,2.78E-06,0.019555865,0
0.235050165,1.83E-05,7.97E-05,1.53E-05,0.014457448,0
0.410173498,0.000196543,0.000360613,-3.71E-06,0.025536099,0
0.693270861,5.24E-06,0.002580041,4.79E-05,0.051867563,0
0.366519941,0.000121244,-1.59E-05,-3.26E-05,0.022454266,0
0.571802196,3.52E-05,2.88E-05,-1.38E-05,0.034987372,0
0.756436563,-8.45E-05,-9.41E-05,2.25E-05,0.04724193,0
0.544973104,3.18E-06,4.91E-05,-1.87E-05,0.033557645,0
0.498256572,3.03E-05,-0.000216992,1.98E-05,0.030625043,0
0.546515328,-7.87E-05,-7.77E-05,-4.29E-06,0.035040085,0
0.423863195,7.81E-05,-1.28E-05,1.51E-06,0.025666798,0
0.560433693,-0.001059998,0.000513241,-1.04E-06,0.035484556,0
0.423858191,-0.000924005,-0.000147697,3.27E-05,0.025847971,0
0.233748361,0.000241327,0.000123666,-1.16E-05,0.014636819,0
0.928727753,-0.000113992,1.78E-05,-1.04E-05,0.059449618,0
0.577644836,0.001129365,0.000272073,3.39E-05,0.036005088,0
0.28110867,6.91E-05,-0.000300934,3.48E-06,0.021220371,0
0.413654434,-0.000387284,-0.00127435,-1.10E-05,0.030470127,0
0.414460813,-0.000194933,9.74E-05,-1.23E-05,0.02562765,0
0.267355073,-8.18E-05,5.23E-05,1.89E-05,0.016116305,0
0.289809621,5.19E-05,4.68E-06,-2.54E-05,0.017475073,0
0.275560622,-2.42E-05,-3.70E-05,1.57E-05,0.016725018,0
0.289136091,0.000114427,-2.69E-05,-1.39E-06,0.020788105,0
0.266577735,0.000175078,0.000772798,6.88E-05,0.016292647,0
0.30003923,-2.62E-05,-0.000176833,9.05E-06,0.018299832,0
0.376603606,-8.69E-05,-4.36E-05,3.60E-05,0.02328867,0
0.420915434,1.58E-05,-0.000247244,-2.36E-05,0.028870005,0
0.220540753,9.53E-05,-0.000147682,-8.24E-06,0.013208056,0
0.514496374,0.00025641,8.30E-06,-2.09E-05,0.031334906,0
0.388789781,6.40E-05,-2.86E-05,-7.77E-06,0.023773987,0
0.429726766,-8.81E-05,-0.000108945,8.93E-06,0.02695824,0
0.319606132,5.28E-05,-0.000120548,1.75E-05,0.01983003,0
0.309691742,-0.000104769,-2.63E-06,-1.28E-06,0.018801854,0
0.576847735,-3.22E-05,0.000159647,-5.34E-06,0.035512697,1
0.890492549,-8.23E-05,6.85E-05,7.08E-06,0.064991602,1
0.395687145,-5.35E-05,-7.53E-05,4.29E-06,0.024236564,1
