0.333332914,0.092225215,0.712087115,-0.213845182,0
0.173427746,0.064257572,1.11601701,-0.272406038,0
0.119900692,0.01990796,1.27484862,1.99300691,0
0.172230739,0.025991381,1.423084472,3.078688604,0
0.184585212,0.03479978,0.552790742,-0.642028105,0
0.219938211,0.038609423,1.283396169,1.878262416,0
0.210309735,0.05264848,1.500947106,1.963876756,0
0.228710339,0.037319332,0.497290883,-0.281132857,0
0.260544781,0.083623883,0.672837562,-0.612986532,0
0.202478506,0.045093041,1.602511373,2.957253726,0
0.201803709,0.04662331,1.668692475,3.204877025,0
0.223583506,0.041014793,1.158321307,1.505921981,0
0.214676442,0.036506355,0.394117613,-1.249104261,0
0.37035684,0.088243403,-0.004896625,-1.580036792,0
0.246639356,0.028941031,0.062149605,-1.387018403,0
0.221100452,0.055251385,0.460232502,-1.208188639,0
0.155421298,0.027546541,1.562710242,3.236243774,0
0.18298639,0.048177989,1.031424596,-0.421610188,0
0.131030453,0.030759834,1.57258009,2.509577221,0
0.632594987,0.156928675,-0.414738421,-1.505010607,0
0.299949137,0.112573431,0.767781302,-0.70235121,0
0.116729138,0.019338511,1.184810478,1.094340382,0
0.117939669,0.034310069,1.602408501,2.209289646,0
0.189424163,0.027309101,1.213294789,1.533328433,0
0.17120104,0.026687026,1.459228804,3.17038199,0
0.17120104,0.026687026,1.459228804,3.17038199,0
0.117415604,0.020068678,1.338614163,2.295820379,0
0.223583506,0.041014793,1.158321307,1.505921981,0
0.195982929,0.032671552,0.465326136,-1.485357859,0
0.220892095,0.037438936,1.221728134,1.607490641,0
0.198685171,0.029789077,0.734723441,-0.744612284,0
0.142544256,0.026980438,1.759356219,3.987317978,0
0.204921528,0.048352278,1.582507596,2.209746896,0
0.170070873,0.024303084,1.332492242,2.82159767,0
0.210235895,0.051502532,1.458865792,1.81253765,0
0.271237242,0.049529227,0.68137308,-0.0543872,0
0.189776851,0.050681343,0.98104628,0.374794951,0
0.189776851,0.050681343,0.98104628,0.374794951,0
0.120085353,0.034975308,1.593256064,2.17144617,0
0.212928443,0.104969029,1.169910694,-0.415166919,0
0.254319853,0.046047663,0.716734087,-0.112631514,0
0.299896539,0.100791291,0.479572057,-1.258495622,0
0.220578123,0.068616302,0.690746877,-0.873117461,0
0.126492968,0.016423504,1.125475617,1.165895845,0
0.120549699,0.024423869,1.196237752,1.058052141,0
0.116729138,0.019338511,1.184810478,1.094340382,0
0.248001099,0.034616037,0.008807826,-0.82108327,0
0.139360914,0.020771344,1.144397352,1.762766537,0
0.113739373,0.019418985,1.231028526,1.257418584,0
0.125946823,0.016953367,1.236436265,1.759120365,0
0.159110933,0.024125493,1.57253366,3.794410079,0
0.248001099,0.034616037,0.008807826,-0.82108327,0
0.144338929,0.034404747,1.388918292,2.301189339,0
0.103408634,0.01818949,1.599294148,3.837817182,0
0.139081349,0.021691244,1.213773629,2.004931986,0
0.172230739,0.025991381,1.423084472,3.078688604,0
0.183118813,0.024525488,0.153957381,-1.415296761,0
0.287514122,0.047051338,0.22650615,-0.602677922,0
0.183118813,0.024525488,0.153957381,-1.415296761,0
0.071565995,0.021312101,2.789948109,9.685505128,0
0.155226285,0.04187054,0.775170615,-0.930082161,0
0.120085353,0.034975308,1.593256064,2.17144617,0
0.209344243,0.07154772,1.190988024,0.232677927,0
0.345618813,0.068507527,0.190793093,-0.846175544,0
0.218366795,0.040939601,0.286672939,-1.189540057,0
0.166781676,0.043792342,1.003887234,0.267426611,0
0.120976287,0.034555405,2.013037695,3.893786632,0
0.210309735,0.05264848,1.500947106,1.963876756,0
0.336638746,0.090280664,0.22176175,-1.306257021,0
0.188517253,0.049351255,1.432884949,1.625327782,0
0.294892614,0.069854777,0.178299812,-1.493630441,0
0.386175358,0.046842853,0.397098718,-0.291640871,0
0.280767822,0.06258506,0.20166338,-1.402725303,0
0.256677067,0.091850779,0.651593243,-1.160282564,0
0.278159946,0.035907108,0.169161662,-0.882979575,0
