0.333332914,0.092225215,0.712087115,-0.213845182,0.646723126,0.000137255,4.45E-05,-4.28E-05,0.039725958,1.53E-05,0.012713021,0.012713021,0.993643489,0.970563654,0.985171694,0.247356208,4.297174779,19.09028625,0.562841431,0
0.173427746,0.064257572,1.11601701,-0.272406038,0.336504583,-8.83E-05,8.01E-06,-4.65E-05,0.02090095,1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,2.779218737,20.77787781,0.513749285,0
0.119900692,0.01990796,1.27484862,1.99300691,0.232498854,9.75E-06,0.000136689,1.62E-05,0.013998668,1.53E-05,0,0,1,1,1,1,3.464700322,18.15644836,0.549789822,0
0.172230739,0.025991381,1.423084472,3.078688604,0.334719152,2.59E-05,-2.97E-05,1.16E-05,0.0207729,1.53E-05,0,0,1,1,1,1,4.626310593,18.20320129,0.555798542,0
0.184585212,0.03479978,0.552790742,-0.642028105,0.358230923,6.81E-05,0.000114079,-1.35E-05,0.021836592,1.53E-05,0,0,1,1,1,1,3.644488658,19.14248657,0.918615317,0
0.219938211,0.038609423,1.283396169,1.878262416,0.430278919,5.26E-05,-9.15E-05,4.63E-05,0.027462629,1.53E-05,0.000713526,0.000713526,0.999643237,0.998548099,0.999273786,0.034365327,3.295585756,19.114151,0.546567955,0
0.210309735,0.05264848,1.500947106,1.963876756,0.410173498,0.000196543,0.000360613,-3.71E-06,0.025536099,1.53E-05,0.00134484,0.00134484,0.99932758,0.997210503,0.998604277,0.070249079,3.521340562,19.16011047,0.548865745,0
0.228710339,0.037319332,0.497290883,-0.281132857,0.444830469,-7.58E-05,-0.000197471,3.35E-05,0.027817515,1.53E-05,0,0,1,1,1,1,4.717789853,17.95225525,0.561470599,0
0.260544781,0.083623883,0.672837562,-0.612986532,0.505218384,0.000152381,0.000182083,3.45E-05,0.030885371,1.53E-05,0.002576981,0.002576981,0.998711509,0.994723098,0.997358058,0.047952185,3.418895648,19.89598083,0.552553606,0
0.202478506,0.045093041,1.602511373,2.957253726,0.400498622,0.000603289,0.000222227,1.86E-06,0.026864025,1.53E-05,0.00052357,0.00052357,0.999738215,0.998953271,0.999476498,-0.000261854,4.088891199,19.03631592,0.557198103,0
0.201803709,0.04662331,1.668692475,3.204877025,0.399300793,0.000709682,0.000689088,6.39E-05,0.027219533,1.53E-05,0.001878864,0.001878864,0.999060568,0.996155526,0.998075911,0.045934641,4.038451435,19.50534058,0.557218338,0
0.223583506,0.041014793,1.158321307,1.505921981,0.435789984,-3.24E-05,8.51E-05,-9.40E-06,0.02690244,1.53E-05,0.001514341,0.001514341,0.99924283,0.996764748,0.998381062,0.121265986,4.21120615,17.54121399,0.547623808,0
0.214676442,0.036506355,0.394117613,-1.249104261,0.418237832,-0.000116516,0.000110091,3.45E-05,0.026220729,1.53E-05,0,0,1,1,1,1,3.971144656,17.82432556,0.551309087,0
0.37035684,0.088243403,-0.004896625,-1.580036792,0.720830908,-0.000212612,0.00016365,6.50E-06,0.044569945,1.53E-05,0.000123193,0.000123193,0.999938404,0.999753637,0.999876811,-6.16E-05,4.974419358,17.0642395,0.554239713,0
0.246639356,0.028941031,0.062149605,-1.387018403,0.480963351,2.13E-05,5.40E-06,1.10E-05,0.029953262,1.53E-05,0,0,1,1,1,1,4.712107509,16.73425293,0.553457083,0
0.221100452,0.055251385,0.460232502,-1.208188639,0.428903498,-5.18E-05,-0.000105131,-1.28E-05,0.026417972,1.53E-05,0,0,1,1,1,1,4.117849153,18.06262207,0.545870844,0
0.155421298,0.027546541,1.562710242,3.236243774,0.301450052,-4.83E-05,-9.75E-05,-1.76E-05,0.018369667,1.53E-05,0.000118046,0.000118046,0.999940977,0.999758782,0.999879384,0.04160764,4.316506577,17.57650757,0.557773096,0
0.18298639,0.048177989,1.031424596,-0.421610188,0.35622288,5.75E-05,0.000116023,-1.60E-05,0.022027155,1.53E-05,0,0,1,1,1,1,3.247690501,18.53381348,0.521693389,0
0.131030453,0.030759834,1.57258009,2.509577221,0.261693769,0.001090164,0.00039964,-5.94E-05,0.020376694,1.53E-05,0,0,1,1,1,1,3.532656923,19.60583496,0.866601304,0
0.632594987,0.156928675,-0.414738421,-1.505010607,1.271677819,4.72E-05,0.00021602,1.45E-05,0.086022096,1.53E-05,0.013413587,0.013413587,0.993293207,0.494638461,0.703289683,0.972732132,3.143920589,19.55535889,0.789815499,0
0.299949137,0.112573431,0.767781302,-0.70235121,0.581821325,7.84E-05,-0.000193526,-3.88E-05,0.035612584,1.53E-05,0.007774012,0.007774012,0.996112994,0.980347932,0.990125116,0.349080954,3.768449801,19.22990417,0.55238586,0
0.116729138,0.019338511,1.184810478,1.094340382,0.226344196,8.75E-05,6.75E-05,-4.41E-06,0.01365244,1.53E-05,0,0,1,1,1,1,3.703876436,18.26901245,0.547454089,0
0.117939669,0.034310069,1.602408501,2.209289646,0.228677341,-0.00013273,-0.000190509,2.46E-05,0.013684712,1.53E-05,6.16E-05,6.16E-05,0.999969202,0.999876813,0.999938404,-3.08E-05,2.803036271,20.42906189,0.513186214,0
0.189424163,0.027309101,1.213294789,1.533328433,0.371112658,0.000840469,-7.19E-06,-1.60E-05,0.023810489,1.53E-05,0.000230987,0.000230987,0.999884507,0.999522711,0.999761327,0.062384492,3.790189379,18.77127075,0.541523664,0
0.17120104,0.026687026,1.459228804,3.17038199,0.332736309,-0.000139706,-2.04E-05,-2.04E-05,0.020602299,1.53E-05,0,0,1,1,1,1,4.617434663,18.51824951,0.555562356,0
0.17120104,0.026687026,1.459228804,3.17038199,0.332736309,-0.000139706,-2.04E-05,-2.04E-05,0.020602299,1.53E-05,0,0,1,1,1,1,4.617434663,18.51824951,0.555562356,0
0.117415604,0.020068678,1.338614163,2.295820379,0.227671076,3.09E-05,-7.19E-05,-1.81E-05,0.013634147,1.53E-05,0,0,1,1,1,1,3.442620684,18.71273804,0.549674908,0
0.223583506,0.041014793,1.158321307,1.505921981,0.435789984,-3.24E-05,8.51E-05,-9.40E-06,0.02690244,1.53E-05,0.001514341,0.001514341,0.99924283,0.996764748,0.998381062,0.121265986,4.21120615,17.54121399,0.547623808,0
0.195982929,0.032671552,0.465326136,-1.485357859,0.387439079,0.000122883,-0.000458333,3.40E-05,0.026771131,1.53E-05,0,0,1,1,1,1,4.253209883,18.34971619,0.540271748,0
0.220892095,0.037438936,1.221728134,1.607490641,0.434567092,8.70E-05,-9.28E-05,2.71E-05,0.028066151,1.53E-05,8.73E-05,8.73E-05,0.999956366,0.999820349,0.99991017,0.055511919,3.569701592,19.05484009,0.546163359,0
0.198685171,0.029789077,0.734723441,-0.744612284,0.387955636,-4.04E-05,6.26E-05,-2.92E-05,0.024068609,1.53E-05,0,0,1,1,1,1,4.232900859,17.85716248,0.543094577,0
0.142544256,0.026980438,1.759356219,3.987317978,0.279592285,-0.000873796,2.45E-05,-2.33E-05,0.017053286,1.53E-05,0,0,1,1,1,1,4.395774347,18.30787659,0.551999544,0
0.204921528,0.048352278,1.582507596,2.209746896,0.400256526,-8.46E-05,0.000326372,7.21E-05,0.025301013,1.53E-05,0.00106263,0.00106263,0.999468685,0.997830382,0.998914601,0.041135057,3.598913071,18.848526,0.54170504,0
0.170070873,0.024303084,1.332492242,2.82159767,0.330552036,1.08E-05,-1.36E-05,8.12E-07,0.020500092,1.53E-05,0,0,1,1,1,1,4.46168503,18.0163269,0.555237513,0
0.210235895,0.051502532,1.458865792,1.81253765,0.410053748,0.000106625,-7.83E-05,5.45E-06,0.025437846,1.53E-05,0.000811067,0.000811067,0.999594466,0.998358385,0.999178855,0.024285656,3.628059435,18.99311829,0.548741841,0
0.271237242,0.049529227,0.68137308,-0.0543872,0.527964309,0.000140765,-0.000241429,-3.18E-05,0.032579411,1.53E-05,0.000123193,0.000123193,0.999938404,0.999753637,0.999876811,-6.16E-05,5.083775776,16.90968323,0.557224615,0
0.189776851,0.050681343,0.98104628,0.374794951,0.368117096,0.000217775,9.89E-05,1.26E-05,0.022588997,1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,3.620070799,18.53059387,0.547194621,0
0.189776851,0.050681343,0.98104628,0.374794951,0.368117096,0.000217775,9.89E-05,1.26E-05,0.022588997,1.53E-05,3.08E-05,3.08E-05,0.999984601,0.999938405,0.999969202,-1.54E-05,3.620070799,18.53059387,0.547194621,0
0.120085353,0.034975308,1.593256064,2.17144617,0.234521015,0.000280427,0.000146377,-9.63E-06,0.014752837,1.53E-05,0,0,1,1,1,1,2.792410647,20.71839905,0.533142489,0
0.212928443,0.104969029,1.169910694,-0.415166919,0.412982031,-7.55E-05,0.000192728,-4.29E-06,0.024600513,1.53E-05,0.000184789,0.000184789,0.999907605,0.999630472,0.999815219,-9.24E-05,2.770861533,20.68222046,0.507348823,0
0.254319853,0.046047663,0.716734087,-0.112631514,0.496004608,6.63E-05,-0.000151714,3.89E-05,0.030413475,1.53E-05,0,0,1,1,1,1,4.20238684,17.95056152,0.553397898,0
0.299896539,0.100791291,0.479572057,-1.258495622,0.581582097,-0.000588395,-0.000178109,0.000104885,0.035067415,1.53E-05,0.000479966,0.000479966,0.999760017,0.999027614,0.999513689,0.025801624,4.031959863,19.99305725,0.542762858,0
0.220578123,0.068616302,0.690746877,-0.873117461,0.427686623,-7.16E-05,-7.67E-05,1.33E-05,0.026145982,1.53E-05,0.000172004,0.000172004,0.999913998,0.999643254,0.999821611,0.069358435,3.337330433,19.93023682,0.543465654,0
0.126492968,0.016423504,1.125475617,1.165895845,0.245382788,1.04E-05,0.000180444,3.09E-05,0.014991595,1.53E-05,0,0,1,1,1,1,3.559322878,18.18504333,0.549396541,0
0.120549699,0.024423869,1.196237752,1.058052141,0.233737789,1.18E-05,-5.71E-05,9.98E-06,0.013858285,1.53E-05,0,0,1,1,1,1,2.953388411,19.30325317,0.539966211,0
0.116729138,0.019338511,1.184810478,1.094340382,0.226344196,8.75E-05,6.75E-05,-4.41E-06,0.01365244,1.53E-05,0,0,1,1,1,1,3.703876436,18.26901245,0.547454089,0
0.248001099,0.034616037,0.008807826,-0.82108327,0.481211901,0.000187058,5.03E-05,1.30E-05,0.029456327,1.53E-05,0,0,1,1,1,1,4.44994358,18.04325867,0.55792233,0
